,place_with_parent_names
573,|Brasil|Bahia|Salvador|Canela|
574,|Brasil|Bahia|Lauro de Freitas|Vilas do Atlântico|
575,|Brasil|Bahia|Salvador|Pituba|
576,|Brasil|Bahia|Salvador|Parque Bela Vista|
577,|Brasil|Bahia|Lauro de Freitas|
578,|Brasil|Bahia|Salvador|
579,|Brasil|Bahia|Salvador|
580,|Brasil|Bahia|Salvador|Pituba|
581,|Brasil|Bahia|Salvador|Costa Azul|
582,|Brasil|Bahia|Salvador|Caminho das Árvores|
583,|Brasil|Bahia|Salvador|Costa Azul|
584,|Brasil|Bahia|Salvador|Caminho das Árvores|
585,|Brasil|Bahia|Lauro de Freitas|Jardim Aeroporto|
586,|Brasil|Bahia|Salvador|Rio Vermelho|
587,|Brasil|Bahia|Salvador|Garcia|
588,|Brasil|Bahia|Salvador|Pituba|
589,|Brasil|Bahia|Salvador|Barra|
590,|Brasil|Bahia|Salvador|Caminho das Árvores|
591,|Brasil|Bahia|Salvador|Pituba|
592,|Brasil|Bahia|Salvador|Caminho das Árvores|
593,|Brasil|Bahia|Salvador|Pituba|
594,|Brasil|Bahia|Salvador|
595,|Brasil|Bahia|Salvador|Costa Azul|
596,|Brasil|Bahia|Salvador|Graça|
597,|Brasil|Bahia|Salvador|
598,|Brasil|Bahia|Salvador|Canela|
599,|Brasil|Bahia|Salvador|Canela|
600,|Brasil|Bahia|Salvador|Acupe de Brotas|
601,|Brasil|Bahia|Salvador|Pituba|
602,|Brasil|Bahia|Salvador|Canela|
603,|Brasil|Bahia|Salvador|Imbuí|
604,|Brasil|Bahia|Salvador|Pituba|
605,|Brasil|Bahia|Salvador|Canela|
606,|Brasil|Bahia|Salvador|
607,|Brasil|Bahia|Salvador|Itapuã|
608,|Brasil|Bahia|Salvador|Pituba|
609,|Brasil|Bahia|Salvador|Pituba|
610,|Brasil|Bahia|Salvador|Rio Vermelho|
611,|Brasil|Bahia|Salvador|Costa Azul|
612,|Brasil|Bahia|Salvador|Pituba|
613,|Brasil|Bahia|Salvador|Caminho das Árvores|
614,|Brasil|Bahia|Salvador|Costa Azul|
615,|Brasil|Bahia|Salvador|Pituba|
616,|Brasil|Bahia|Salvador|Caminho das Árvores|
617,|Brasil|Bahia|Salvador|Pituba|
618,|Brasil|Bahia|Lauro de Freitas|Estrada do Coco|
619,|Brasil|Bahia|Salvador|Barra|
620,|Brasil|Bahia|Salvador|Pituba|
621,|Brasil|Bahia|Lauro de Freitas|Estrada do Coco|
622,|Brasil|Bahia|Salvador|Caminho das Árvores|
623,|Brasil|Bahia|Porto Seguro|
624,|Brasil|Bahia|Salvador|Pituaçu|
625,|Brasil|Bahia|Salvador|Pituaçu|
626,|Brasil|Bahia|Salvador|Graça|
627,|Brasil|Bahia|Salvador|Pituba|
628,|Brasil|Bahia|Salvador|
629,|Brasil|Bahia|Salvador|Pituba|
630,|Brasil|Bahia|Salvador|
631,|Brasil|Bahia|Ilhéus|
632,|Brasil|Bahia|Ilhéus|
633,|Brasil|Bahia|Salvador|Rio Vermelho|
634,|Brasil|Bahia|Salvador|Canela|
635,|Brasil|Bahia|Salvador|Canela|
636,|Brasil|Bahia|Salvador|Canela|
637,|Brasil|Bahia|Salvador|Canela|
638,|Brasil|Bahia|Salvador|Canela|
639,|Brasil|Bahia|Salvador|Pituba|
640,|Brasil|Bahia|Salvador|Caminho das Árvores|
641,|Brasil|Bahia|Salvador|
642,|Brasil|Bahia|Salvador|Pituba|
643,|Brasil|Bahia|Salvador|Caminho das Árvores|
644,|Brasil|Bahia|Salvador|Imbuí|
645,|Brasil|Bahia|Salvador|
646,|Brasil|Bahia|Salvador|
647,|Brasil|Bahia|Salvador|Imbuí|
648,|Brasil|Bahia|Salvador|Imbuí|
649,|Brasil|Bahia|Salvador|Horto Florestal|
650,|Brasil|Bahia|Salvador|Horto Florestal|
651,|Brasil|Bahia|Salvador|Barra|
652,|Brasil|Bahia|Salvador|Itaigara|
653,|Brasil|Bahia|Salvador|Pituba|
654,|Brasil|Bahia|Salvador|Pituba|
655,|Brasil|Bahia|Salvador|Itaigara|
656,|Brasil|Bahia|Salvador|Pituba|
657,|Brasil|Bahia|Salvador|Pituba|
658,|Brasil|Bahia|Salvador|Jardim Apipema|
659,|Brasil|Bahia|Salvador|Pituaçu|
660,|Brasil|Bahia|Salvador|Costa Azul|
661,|Brasil|Bahia|Salvador|
662,|Brasil|Bahia|Salvador|
663,|Brasil|Bahia|Salvador|Graça|
664,|Brasil|Bahia|Salvador|Graça|
665,|Brasil|Bahia|Salvador|Ondina|
666,|Brasil|Bahia|Salvador|Itapuã|
667,|Brasil|Bahia|Salvador|Rio Vermelho|
668,|Brasil|Bahia|Salvador|Pituba|
669,|Brasil|Bahia|Salvador|Pituba|
670,|Brasil|Bahia|Salvador|
671,|Brasil|Bahia|Salvador|Caminho das Árvores|
672,|Brasil|Bahia|Salvador|Rio Vermelho|
673,|Brasil|Bahia|Salvador|Pituba|
674,|Brasil|Bahia|Salvador|Pituba|
675,|Brasil|Bahia|Salvador|
676,|Brasil|Bahia|Salvador|Caminho das Árvores|
677,|Brasil|Bahia|Salvador|Pituba|
678,|Brasil|Bahia|Vitória da Conquista|
679,|Brasil|Bahia|Salvador|Barra|
680,|Brasil|Bahia|Salvador|Paralela|
681,|Brasil|Bahia|Salvador|Paralela|
682,|Brasil|Bahia|Lauro de Freitas|
683,|Brasil|Bahia|Salvador|Matatu|
684,|Brasil|Bahia|Salvador|Barra|
685,|Brasil|Bahia|Salvador|Itaigara|
686,|Brasil|Bahia|Salvador|Pituba|
687,|Brasil|Bahia|Salvador|Armação|
688,|Brasil|Bahia|Salvador|Imbuí|
689,|Brasil|Bahia|Salvador|Itaigara|
690,|Brasil|Bahia|Salvador|Pituba|
691,|Brasil|Bahia|Salvador|
692,|Brasil|Bahia|Salvador|
693,|Brasil|Bahia|Salvador|Piatã|
694,|Brasil|Bahia|Salvador|Caminho das Árvores|
695,|Brasil|Bahia|Salvador|Patamares|
696,|Brasil|Bahia|Salvador|Patamares|
697,|Brasil|Bahia|Salvador|Cabula|
698,|Brasil|Bahia|Salvador|Canela|
699,|Brasil|Bahia|Salvador|Stella Maris|
700,|Brasil|Bahia|Salvador|Itapuã|
701,|Brasil|Bahia|Salvador|Pituaçu|
702,|Brasil|Bahia|Salvador|Pituba|
703,|Brasil|Bahia|Salvador|Patamares|
704,|Brasil|Bahia|Salvador|Pituba|
705,|Brasil|Bahia|Camaçari|Catu de Abrantes|
706,|Brasil|Bahia|Lauro de Freitas|
707,|Brasil|Bahia|Lauro de Freitas|Ipitanga|
708,|Brasil|Bahia|Salvador|
709,|Brasil|Bahia|Salvador|
710,|Brasil|Bahia|Salvador|Horto Florestal|
711,|Brasil|Bahia|Salvador|
712,|Brasil|Bahia|Salvador|
713,|Brasil|Bahia|Salvador|Horto Florestal|
714,|Brasil|Bahia|Salvador|
715,|Brasil|Bahia|Salvador|Armação|
716,|Brasil|Bahia|Lauro de Freitas|
717,|Brasil|Bahia|Salvador|Pituba|
718,|Brasil|Bahia|Salvador|Pituba|
719,|Brasil|Bahia|Salvador|Pituba|
720,|Brasil|Bahia|Salvador|Pituba|
721,|Brasil|Bahia|Ilhéus|
722,|Brasil|Bahia|Salvador|
723,|Brasil|Bahia|Lauro de Freitas|
724,|Brasil|Bahia|Lauro de Freitas|
725,|Brasil|Bahia|Lauro de Freitas|
726,|Brasil|Bahia|Lauro de Freitas|
727,|Brasil|Bahia|Salvador|Itapuã|
728,|Brasil|Bahia|Salvador|
729,|Brasil|Bahia|Salvador|Paralela|
730,|Brasil|Bahia|Salvador|Costa Azul|
731,|Brasil|Bahia|Salvador|Ondina|
732,|Brasil|Bahia|Salvador|
733,|Brasil|Bahia|Salvador|Caminho das Árvores|
734,|Brasil|Bahia|Salvador|Caminho das Árvores|
735,|Brasil|Bahia|Salvador|
736,|Brasil|Bahia|Ilhéus|
737,|Brasil|Bahia|Ilhéus|
738,|Brasil|Bahia|Ilhéus|
739,|Brasil|Bahia|Salvador|Pituba|
740,|Brasil|Bahia|Lauro de Freitas|
741,|Brasil|Bahia|
742,|Brasil|Bahia|Salvador|
743,|Brasil|Bahia|Salvador|
744,|Brasil|Bahia|Salvador|
745,|Brasil|Bahia|Salvador|Pituba|
746,|Brasil|Bahia|Salvador|Itaigara|
747,|Brasil|Bahia|Salvador|Pituba|
748,|Brasil|Bahia|Lauro de Freitas|
749,|Brasil|Bahia|Camaçari|
750,|Brasil|Bahia|Salvador|
751,|Brasil|Bahia|Salvador|
752,|Brasil|Bahia|Salvador|
753,|Brasil|Bahia|Salvador|Itaigara|
754,|Brasil|Bahia|Salvador|Paralela|
755,|Brasil|Bahia|Salvador|Pituba|
756,|Brasil|Bahia|Salvador|Pituba|
757,|Brasil|Bahia|Salvador|Pituba|
758,|Brasil|Bahia|Salvador|Caminho das Árvores|
759,|Brasil|Bahia|Salvador|Pituba|
760,|Brasil|Bahia|Salvador|Caminho das Árvores|
761,|Brasil|Bahia|Salvador|
762,|Brasil|Bahia|Salvador|Horto Florestal|
763,|Brasil|Bahia|Salvador|Paralela|
764,|Brasil|Bahia|Salvador|Paralela|
765,|Brasil|Bahia|Salvador|Pituba|
766,|Brasil|Bahia|Salvador|
767,|Brasil|Bahia|Salvador|Patamares|
768,|Brasil|Bahia|Salvador|Patamares|
769,|Brasil|Bahia|Salvador|Patamares|
770,|Brasil|Bahia|Salvador|Imbuí|
771,|Brasil|Bahia|Lauro de Freitas|
772,|Brasil|Bahia|Salvador|Barra|
773,|Brasil|Bahia|Salvador|Barra|
774,|Brasil|Bahia|Salvador|Barra|
775,|Brasil|Bahia|Salvador|Vitória|
776,|Brasil|Bahia|Lauro de Freitas|Miragem|
777,|Brasil|Bahia|Lauro de Freitas|Estrada do Coco|
778,|Brasil|Bahia|Lauro de Freitas|
779,|Brasil|Bahia|Lauro de Freitas|Jardim Aeroporto|
780,|Brasil|Bahia|Lauro de Freitas|
781,|Brasil|Bahia|Lauro de Freitas|
782,|Brasil|Bahia|Lauro de Freitas|Estrada do Coco|
783,|Brasil|Bahia|Lauro de Freitas|Estrada do Coco|
784,|Brasil|Bahia|Lauro de Freitas|Estrada do Coco|
785,|Brasil|Bahia|Camaçari|Alphaville|
786,|Brasil|Bahia|Lauro de Freitas|
787,|Brasil|Bahia|Camaçari|
788,|Brasil|Bahia|Lauro de Freitas|
789,|Brasil|Bahia|Camaçari|Alphaville|
790,|Brasil|Bahia|Lauro de Freitas|Estrada do Coco|
791,|Brasil|Bahia|Lauro de Freitas|Ipitanga|
792,|Brasil|Bahia|Lauro de Freitas|
793,|Brasil|Bahia|Lauro de Freitas|Estrada do Coco|
794,|Brasil|Bahia|Lauro de Freitas|Estrada do Coco|
795,|Brasil|Bahia|Lauro de Freitas|Vilas do Atlântico|
796,|Brasil|Bahia|Camaçari|
797,|Brasil|Bahia|Lauro de Freitas|
798,|Brasil|Bahia|Lauro de Freitas|Vilas do Atlântico|
799,|Brasil|Bahia|Porto Seguro|
800,|Brasil|Bahia|Porto Seguro|
801,|Brasil|Bahia|Vitória da Conquista|
802,|Brasil|Bahia|Lauro de Freitas|Vilas do Atlântico|
803,|Brasil|Bahia|Salvador|Costa Azul|
804,|Brasil|Bahia|Salvador|Canela|
805,|Brasil|Bahia|Salvador|Canela|
806,|Brasil|Bahia|Salvador|Paralela|
807,|Brasil|Bahia|Salvador|Stiep|
808,|Brasil|Bahia|Salvador|Pituba|
809,|Brasil|Bahia|Camaçari|
810,|Brasil|Bahia|Lauro de Freitas|Jockey Clube|
811,|Brasil|Bahia|Camaçari|
812,|Brasil|Bahia|Lauro de Freitas|
813,|Brasil|Bahia|Camaçari|
814,|Brasil|Bahia|Salvador|Matatu|
815,|Brasil|Bahia|Salvador|Pituba|
816,|Brasil|Bahia|Salvador|Caminho das Árvores|
817,|Brasil|Bahia|Salvador|Pituba|
818,|Brasil|Bahia|Salvador|Pituba|
819,|Brasil|Bahia|Salvador|Barra|
820,|Brasil|Bahia|Salvador|Graça|
821,|Brasil|Bahia|Salvador|
822,|Brasil|Bahia|Lauro de Freitas|
823,|Brasil|Bahia|Lauro de Freitas|Miragem|
824,|Brasil|Bahia|Lauro de Freitas|
825,|Brasil|Bahia|Lauro de Freitas|Estrada do Coco|
826,|Brasil|Bahia|Lauro de Freitas|
827,|Brasil|Bahia|Lauro de Freitas|Ipitanga|
828,|Brasil|Bahia|Lauro de Freitas|
829,|Brasil|Bahia|Lauro de Freitas|
830,|Brasil|Bahia|Lauro de Freitas|Vilas do Atlântico|
831,|Brasil|Bahia|Lauro de Freitas|
832,|Brasil|Bahia|Lauro de Freitas|Miragem|
833,|Brasil|Bahia|Lauro de Freitas|
834,|Brasil|Bahia|Lauro de Freitas|
835,|Brasil|Bahia|Salvador|Rio Vermelho|
836,|Brasil|Bahia|Salvador|Cabula|
837,|Brasil|Bahia|Salvador|Candeal|
838,|Brasil|Bahia|Salvador|Ondina|
839,|Brasil|Bahia|Camaçari|Busca Vida|
840,|Brasil|Bahia|Salvador|Pituaçu|
841,|Brasil|Bahia|Salvador|
842,|Brasil|Bahia|Salvador|Ondina|
843,|Brasil|Bahia|Salvador|Armação|
844,|Brasil|Bahia|Salvador|
845,|Brasil|Bahia|Salvador|Ondina|
846,|Brasil|Bahia|Salvador|Stella Maris|
847,|Brasil|Bahia|Salvador|Alphaville I|
848,|Brasil|Bahia|Salvador|Pituba|
849,|Brasil|Bahia|Salvador|Pituba|
850,|Brasil|Bahia|Salvador|Pituba|
851,|Brasil|Bahia|Salvador|Armação|
852,|Brasil|Bahia|Salvador|Paralela|
853,|Brasil|Bahia|Lauro de Freitas|
854,|Brasil|Bahia|Salvador|Rio Vermelho|
855,|Brasil|Bahia|Salvador|Pituba|
856,|Brasil|Bahia|Salvador|Graça|
857,|Brasil|Bahia|Salvador|Rio Vermelho|
858,|Brasil|Bahia|Lauro de Freitas|
859,|Brasil|Bahia|Dias D´avila|
860,|Brasil|Bahia|Dias D´avila|
861,|Brasil|Bahia|Salvador|Barra|
862,|Brasil|Bahia|Salvador|Imbuí|
863,|Brasil|Bahia|Salvador|
864,|Brasil|Bahia|Salvador|Praia do Flamengo|
865,|Brasil|Bahia|Salvador|Stiep|
866,|Brasil|Bahia|Salvador|Ondina|
867,|Brasil|Bahia|Salvador|
868,|Brasil|Bahia|Ilhéus|
869,|Brasil|Bahia|Ilhéus|
870,|Brasil|Bahia|Ilhéus|
871,|Brasil|Bahia|Ilhéus|
872,|Brasil|Bahia|Vitória da Conquista|
873,|Brasil|Bahia|Ilhéus|
874,|Brasil|Bahia|Ilhéus|
875,|Brasil|Bahia|Ilhéus|
876,|Brasil|Bahia|Lauro de Freitas|Miragem|
877,|Brasil|Bahia|Salvador|
878,|Brasil|Bahia|Salvador|Imbuí|
879,|Brasil|Bahia|Lauro de Freitas|Centro|
880,|Brasil|Bahia|Camaçari|
881,|Brasil|Bahia|Ilhéus|
882,|Brasil|Bahia|Ilhéus|
883,|Brasil|Bahia|Ilhéus|
884,|Brasil|Bahia|Ilhéus|
885,|Brasil|Bahia|Ilhéus|
886,|Brasil|Bahia|Ilhéus|
887,|Brasil|Bahia|Ilhéus|
888,|Brasil|Bahia|Ilhéus|
889,|Brasil|Bahia|Ilhéus|
890,|Brasil|Bahia|Ilhéus|
891,|Brasil|Bahia|Ilhéus|
892,|Brasil|Bahia|Ilhéus|
893,|Brasil|Bahia|Ilhéus|
894,|Brasil|Bahia|Ilhéus|
895,|Brasil|Bahia|Ilhéus|
896,|Brasil|Bahia|Ilhéus|
897,|Brasil|Bahia|Ilhéus|
898,|Brasil|Bahia|Ilhéus|
899,|Brasil|Bahia|Ilhéus|
900,|Brasil|Bahia|Ilhéus|
901,|Brasil|Bahia|Ilhéus|
902,|Brasil|Bahia|Ilhéus|
903,|Brasil|Bahia|Ilhéus|
904,|Brasil|Bahia|Ilhéus|
905,|Brasil|Bahia|Ilhéus|
906,|Brasil|Bahia|Ilhéus|
907,|Brasil|Bahia|Salvador|Costa Azul|
908,|Brasil|Bahia|Lauro de Freitas|Miragem|
909,|Brasil|Bahia|Lauro de Freitas|Portão|
910,|Brasil|Bahia|Salvador|Pituba|
911,|Brasil|Bahia|Salvador|Amaralina|
912,|Brasil|Bahia|Salvador|Amaralina|
913,|Brasil|Bahia|Lauro de Freitas|Miragem|
914,|Brasil|Bahia|Salvador|Itaigara|
915,|Brasil|Bahia|Salvador|Itaigara|
916,|Brasil|Bahia|Salvador|Pituba|
917,|Brasil|Bahia|Salvador|Pituba|
918,|Brasil|Bahia|Salvador|Costa Azul|
919,|Brasil|Bahia|Salvador|Rio Vermelho|
920,|Brasil|Bahia|Salvador|Rio Vermelho|
921,|Brasil|Bahia|Camaçari|
922,|Brasil|Bahia|Salvador|Pituba|
923,|Brasil|Bahia|Salvador|Pituba|
924,|Brasil|Bahia|Salvador|Costa Azul|
925,|Brasil|Bahia|Salvador|Rio Vermelho|
926,|Brasil|Bahia|Salvador|Rio Vermelho|
927,|Brasil|Bahia|Salvador|
928,|Brasil|Bahia|Salvador|Barra|
929,|Brasil|Bahia|Salvador|Barra|
930,|Brasil|Bahia|Salvador|Graça|
931,|Brasil|Bahia|Salvador|Alphaville I|
932,|Brasil|Bahia|Salvador|
933,|Brasil|Bahia|Salvador|
934,|Brasil|Bahia|Salvador|
935,|Brasil|Bahia|Salvador|
936,|Brasil|Bahia|Porto Seguro|
937,|Brasil|Bahia|Vitória da Conquista|
938,|Brasil|Bahia|Salvador|Pituba|
939,|Brasil|Bahia|Salvador|Caminho das Árvores|
940,|Brasil|Bahia|Salvador|Paralela|
941,|Brasil|Bahia|Salvador|Patamares|
942,|Brasil|Bahia|Salvador|
943,|Brasil|Bahia|Salvador|Pituba|
944,|Brasil|Bahia|Salvador|
945,|Brasil|Bahia|Salvador|Pituba|
946,|Brasil|Bahia|Salvador|Pituba|
947,|Brasil|Bahia|Salvador|Pituba|
948,|Brasil|Bahia|Salvador|Caminho das Árvores|
949,|Brasil|Bahia|Salvador|Paralela|
950,|Brasil|Bahia|Salvador|Patamares|
951,|Brasil|Bahia|Salvador|Graça|
952,|Brasil|Bahia|Salvador|Imbuí|
953,|Brasil|Bahia|Salvador|
954,|Brasil|Bahia|Salvador|Pituba|
955,|Brasil|Bahia|Salvador|Pituba|
956,|Brasil|Bahia|Salvador|Pituba|
957,|Brasil|Bahia|Salvador|
958,|Brasil|Bahia|Salvador|Pituba|
959,|Brasil|Bahia|Salvador|
960,|Brasil|Bahia|Camaçari|Busca Vida|
961,|Brasil|Bahia|Salvador|Pituba|
962,|Brasil|Bahia|Salvador|Vitória|
963,|Brasil|Bahia|Salvador|
964,|Brasil|Bahia|Lauro de Freitas|
965,|Brasil|Bahia|Camaçari|Busca Vida|
966,|Brasil|Bahia|Salvador|
967,|Brasil|Bahia|Lauro de Freitas|
968,|Brasil|Bahia|Vitória da Conquista|
969,|Brasil|Bahia|Salvador|Itaigara|
970,|Brasil|Bahia|Salvador|
971,|Brasil|Bahia|Salvador|Pituba|
972,|Brasil|Bahia|Salvador|
973,|Brasil|Bahia|Salvador|Itaigara|
974,|Brasil|Bahia|Salvador|
975,|Brasil|Bahia|Salvador|Pituba|
976,|Brasil|Bahia|Salvador|Vitória|
977,|Brasil|Bahia|Salvador|Rio Vermelho|
978,|Brasil|Bahia|Salvador|Costa Azul|
979,|Brasil|Bahia|Salvador|Costa Azul|
980,|Brasil|Bahia|Salvador|Pituba|
981,|Brasil|Bahia|Salvador|Pituba|
982,|Brasil|Bahia|Salvador|Pituba|
983,|Brasil|Bahia|Salvador|
984,|Brasil|Bahia|Salvador|Pituba|
985,|Brasil|Bahia|Salvador|Pituba|
986,|Brasil|Bahia|Salvador|Pituba|
987,|Brasil|Bahia|Salvador|
988,|Brasil|Bahia|Vitória da Conquista|
989,|Brasil|Bahia|Salvador|
990,|Brasil|Bahia|Lauro de Freitas|Ipitanga|
991,|Brasil|Bahia|Lauro de Freitas|Centro|
992,|Brasil|Bahia|Lauro de Freitas|Ipitanga|
993,|Brasil|Bahia|Salvador|Stiep|
994,|Brasil|Bahia|Salvador|Pituba|
995,|Brasil|Bahia|Salvador|Imbuí|
996,|Brasil|Bahia|Salvador|Costa Azul|
997,|Brasil|Bahia|Lauro de Freitas|Estrada do Coco|
998,|Brasil|Bahia|Lauro de Freitas|Miragem|
999,|Brasil|Bahia|Salvador|Rio Vermelho|
1000,|Brasil|Bahia|Salvador|Pituba|
1001,|Brasil|Bahia|Salvador|Horto Florestal|
1002,|Brasil|Bahia|Salvador|Horto Florestal|
1003,|Brasil|Bahia|Salvador|Pituba|
1004,|Brasil|Bahia|Salvador|Rio Vermelho|
1005,|Brasil|Bahia|Salvador|Caminho das Árvores|
1006,|Brasil|Bahia|Salvador|Pituba|
1007,|Brasil|Bahia|Salvador|Caminho das Árvores|
1008,|Brasil|Bahia|Salvador|Patamares|
1009,|Brasil|Bahia|Salvador|Patamares|
1010,|Brasil|Bahia|Lauro de Freitas|Ipitanga|
1011,|Brasil|Bahia|Salvador|
1012,|Brasil|Bahia|Vitória da Conquista|
1013,|Brasil|Bahia|Salvador|Vila Laura|
1014,|Brasil|Bahia|Salvador|Patamares|
1015,|Brasil|Bahia|Salvador|Barra|
1016,|Brasil|Bahia|Salvador|Amaralina|
1017,|Brasil|Bahia|Salvador|Caminho das Árvores|
1018,|Brasil|Bahia|Salvador|Caminho das Árvores|
1019,|Brasil|Bahia|Salvador|Caminho das Árvores|
1020,|Brasil|Bahia|Salvador|Imbuí|
1021,|Brasil|Bahia|Salvador|Barra|
1022,|Brasil|Bahia|Salvador|Candeal|
1023,|Brasil|Bahia|Salvador|Itapuã|
1024,|Brasil|Bahia|Salvador|Patamares|
1025,|Brasil|Bahia|Salvador|Pituba|
1026,|Brasil|Bahia|Salvador|Piatã|
1027,|Brasil|Bahia|Salvador|Piatã|
1028,|Brasil|Bahia|Salvador|Paralela|
1029,|Brasil|Bahia|Salvador|Paralela|
1030,|Brasil|Bahia|Salvador|Parque Bela Vista|
1031,|Brasil|Bahia|Salvador|Rio Vermelho|
1032,|Brasil|Bahia|Salvador|
1033,|Brasil|Bahia|Salvador|Graça|
1034,|Brasil|Bahia|Salvador|Caminho das Árvores|
1035,|Brasil|Bahia|Salvador|Rio Vermelho|
1036,|Brasil|Bahia|Salvador|Pituaçu|
1037,|Brasil|Bahia|Salvador|Candeal|
1038,|Brasil|Bahia|Salvador|Costa Azul|
1039,|Brasil|Bahia|Salvador|Vila Laura|
1040,|Brasil|Bahia|Salvador|Paralela|
1041,|Brasil|Bahia|Salvador|Costa Azul|
1042,|Brasil|Bahia|Camaçari|Centro|
1043,|Brasil|Bahia|Salvador|Rio Vermelho|
1044,|Brasil|Bahia|Salvador|Patamares|
1045,|Brasil|Bahia|Salvador|Candeal|
1046,|Brasil|Bahia|Salvador|Barra|
1047,|Brasil|Bahia|Salvador|Costa Azul|
1048,|Brasil|Bahia|Salvador|Pituba|
1049,|Brasil|Bahia|Salvador|Praia do Flamengo|
1050,|Brasil|Bahia|Salvador|Rio Vermelho|
1051,|Brasil|Bahia|Salvador|Canela|
1052,|Brasil|Bahia|Salvador|Jardim Apipema|
1053,|Brasil|Bahia|Salvador|
1054,|Brasil|Bahia|Salvador|Barra|
1055,|Brasil|Bahia|Salvador|Cabula|
1056,|Brasil|Bahia|Salvador|Armação|
1057,|Brasil|Bahia|Salvador|Itaigara|
1058,|Brasil|Bahia|Salvador|Ondina|
1059,|Brasil|Bahia|Salvador|Ondina|
1060,|Brasil|Bahia|Salvador|Canela|
1061,|Brasil|Bahia|Salvador|Vitória|
1062,|Brasil|Bahia|Salvador|Piatã|
1063,|Brasil|Bahia|Salvador|Rio Vermelho|
1064,|Brasil|Bahia|Salvador|Pituba|
1065,|Brasil|Bahia|Salvador|Piatã|
1066,|Brasil|Bahia|Salvador|Candeal|
1067,|Brasil|Bahia|Salvador|Rio Vermelho|
1068,|Brasil|Bahia|Salvador|Ondina|
1069,|Brasil|Bahia|Salvador|Pituba|
1070,|Brasil|Bahia|Salvador|Barra|
1071,|Brasil|Bahia|Salvador|Piatã|
1072,|Brasil|Bahia|Salvador|Ondina|
1073,|Brasil|Bahia|Salvador|Graça|
1074,|Brasil|Bahia|Salvador|Graça|
1075,|Brasil|Bahia|Salvador|Armação|
1076,|Brasil|Bahia|Salvador|Barra|
1077,|Brasil|Bahia|Salvador|
1078,|Brasil|Bahia|Salvador|Patamares|
1079,|Brasil|Bahia|Salvador|Rio Vermelho|
1080,|Brasil|Bahia|Salvador|Paralela|
1081,|Brasil|Bahia|Salvador|Ondina|
1082,|Brasil|Bahia|Salvador|Caminho das Árvores|
1083,|Brasil|Bahia|Salvador|Pituba|
1084,|Brasil|Bahia|Salvador|Caminho das Árvores|
1085,|Brasil|Bahia|Salvador|Vitória|
1086,|Brasil|Bahia|Salvador|Pituba|
1087,|Brasil|Bahia|Salvador|Vitória|
1088,|Brasil|Bahia|Salvador|Pituba|
1089,|Brasil|Bahia|Salvador|Pituba|
1090,|Brasil|Bahia|Salvador|Pituba|
1091,|Brasil|Bahia|Salvador|Costa Azul|
1092,|Brasil|Bahia|Salvador|Itaigara|
1093,|Brasil|Bahia|Salvador|Graça|
1094,|Brasil|Bahia|Salvador|Canela|
1095,|Brasil|Bahia|Salvador|Armação|
1096,|Brasil|Bahia|Salvador|Graça|
1097,|Brasil|Bahia|Salvador|Itaigara|
1098,|Brasil|Bahia|Salvador|Canela|
1099,|Brasil|Bahia|Salvador|Pituba|
1100,|Brasil|Bahia|Salvador|Ondina|
1101,|Brasil|Bahia|Salvador|Ondina|
1102,|Brasil|Bahia|Lauro de Freitas|
1103,|Brasil|Bahia|Salvador|Rio Vermelho|
1104,|Brasil|Bahia|Salvador|Pituba|
1105,|Brasil|Bahia|Salvador|Vitória|
1106,|Brasil|Bahia|Salvador|Pituba|
1107,|Brasil|Bahia|Salvador|Vitória|
1108,|Brasil|Bahia|Salvador|Candeal|
1109,|Brasil|Bahia|Salvador|Acupe de Brotas|
1110,|Brasil|Bahia|Salvador|
1111,|Brasil|Bahia|Salvador|Pituba|
1112,|Brasil|Bahia|Salvador|
1113,|Brasil|Bahia|Salvador|Graça|
1114,|Brasil|Bahia|Salvador|Pituba|
1115,|Brasil|Bahia|Salvador|Pituba|
1116,|Brasil|Bahia|Salvador|Ondina|
1117,|Brasil|Bahia|Salvador|Vitória|
1118,|Brasil|Bahia|Salvador|Piatã|
1119,|Brasil|Bahia|Salvador|Graça|
1120,|Brasil|Bahia|Salvador|Itaigara|
1121,|Brasil|Bahia|Salvador|Pituba|
1122,|Brasil|Bahia|Salvador|Pituba|
1123,|Brasil|Bahia|Salvador|Patamares|
1124,|Brasil|Bahia|Salvador|Vila Laura|
1125,|Brasil|Bahia|Salvador|Patamares|
1126,|Brasil|Bahia|Salvador|Imbuí|
1127,|Brasil|Bahia|Salvador|
1128,|Brasil|Bahia|Salvador|Costa Azul|
1129,|Brasil|Bahia|Salvador|Patamares|
1130,|Brasil|Bahia|Salvador|Rio Vermelho|
1131,|Brasil|Bahia|Salvador|Pituba|
1132,|Brasil|Bahia|Salvador|Pituba|
1133,|Brasil|Bahia|Salvador|Graça|
1134,|Brasil|Bahia|Salvador|
1135,|Brasil|Bahia|Salvador|
1136,|Brasil|Bahia|Vitória da Conquista|
1137,|Brasil|Bahia|Ilhéus|
1138,|Brasil|Bahia|Salvador|
1139,|Brasil|Bahia|Salvador|Ondina|
1140,|Brasil|Bahia|Salvador|Stiep|
1141,|Brasil|Bahia|Salvador|Paralela|
1142,|Brasil|Bahia|Salvador|
1143,|Brasil|Bahia|Salvador|Barra|
1144,|Brasil|Bahia|Salvador|Pituba|
